Rush 2013 720p BluRay x264 YIFY
Oasis Supersonic 2016 720p BRRip x264 AAC-ETRG
Rio 2 2014 720p BluRay x264 YIFY
Ready Player One (2018) [WEBRip] [1080p] [YTS AM]
The Cabin in the Woods (2011)
Red Sparrow (2018) [BluRay] [720p] [YTS AM]
The Possession (2012) [1080p]
Sicario Day of the Soldado 2018 HDRip XviD AC3-EVO
You Were Never Really Here 2017 1080p Web DL x264 AC3 TiTAN[N1C]
Green Book 2018 DVDScr Xvid AC3 HQ Hive-CM8[oscars]
Memento 2000 REMASTERED 1080p BluRay x265-RARBG
Noah 2014 1080p BluRay x264 YIFY
Nightcrawler 2014 DVDscr XVID AC3 ACAB
Mud 2012 720p BluRay x264 YIFY
Moonlight 2016 1080p BluRay 6CH ShAaNiG
Lucy 2014 HC HDRip XViD AC3-juggs[ETRG]
Star Trek Into Darkness 2013 720p BluRay x264 YIFY
Son of a Gun 2014 720p BluRay x264 YIFY
Southpaw 2015 WEBRip 720p
Shrek 2001 1080p BluRay x264 YIFY
Predestination 2014 DVDRip XviD-EVO
se7en 1995 720p bluray x264 YIFY
Mr and Mrs Smith 2005 BluRay 720p x264 YIFY
Love Rosie 2014 1080p BluRay x264 YIFY
Lone Survivor 2013 720p BluRay x264 YIFY
Kingsman The Secret Service 2014 KORSUB 1080p HDRip x264 AC3-JYK
I Origins 2014 720p BluRay x264 YIFY
Jumanji 1995 720p BrRip x264 BOKUTOX YIFY
Jarhead 2005 720p BrRip x264 YIFY
Iron Man 2008 720p BrRip x264 YIFY
Interstellar 2014 720p BluRay x264 YIFY
If Only 2004 DVDRip XviD-playXD
Inglourious Basterds 2009 BRRip x264 YIFY mp4
Inside Job 2010 720p BluRay x264 YIFY
Gone Girl 2014 720p BluRay x264 YIFY
Indiana Jones And The Raiders Of The Lost Ark 1981 1080p BluRay x264 YIFY
John Wick 2014 1080p WEB-DL DD5 1 H264-RARBG
Jumper 2008 1080p BRrip x264
Limitless 2011 1080p BrRip x264 YIFY
Maleficent (2014) DVDRip XviD-MAXSPEED
Moon 2009 720p BrRip x264 YIFY
Million Dollar Baby 2004 BrRip 720p x264 YIFY
Bohemian Rhapsody 2018 1080p BluRay H264 AAC-RARBG
Mad Max Fury Road (2015)
Her (2013)
Dallas Buyers Club 2013 BRRip XviD AC3-WAR
Ex Machina (2015) [1080p]
The  Hateful Eight 2015 DVDScr x264-MiSTERY
Avengers Endgame 2019 1080p BluRay H264 AAC-RARBG
The Intouchables 2011 720p BluRay x264 French AAC - Ozlem
Unbroken (2014)
Inception 2010 1080p BluRay H264 AAC-RARBG
Avatar 2009 EXTENDED 1080p BluRay H264 AAC-RARBG
The Pianist (2002)
Pulp Fiction (1994) 720p BrRip AAC x264 - LOKI
Kung Fu Panda 3 2016 HC HDRip XviD AC3-EVO
The Big Short 2015 720p BRRip x264 AAC-ETRG
Black Hawk Down (2001) [1080p]
Creed 2015 720p BRRip x264 AAC-ETRG
Legend 2015 1080p BluRay x264 DTS-JYK
The Man from Nowhere (2010) 1080p x264 DD5 1 EN NL SPA Subs [Asian Planet]
Snowden 2016 HDRip XviD AC3-EVO
The Terminator 1984 REMASTERED 1080p BluRay H264 AAC-RARBG
Prometheus 2012 1080p BluRay H264 AAC-RARBG
Zero Dark Thirty 2013 1080p BluRay H264 AAC-RARBG
The Accountant 2016 HC HDRip X264 AC3-EVO
Fantastic Beast and Where To Find Them 2016 HD-TS x264-CPG
Orlando 1992 1080p BluRay H264 AAC-RARBG
Casino Royale 2006 PROPER 1080p BluRay H264 AAC-RARBG
Once Upon a Time in Hollywood 2019 1080p BluRay H264 AAC-RARBG
Good Time 2017 1080p BluRay H264 AAC-RARBG
The Lighthouse 2019 1080p WEB-DL DD5 1 H264-FGT
Zombieland Double Tap 2019 1080p BluRay H264 AAC-RARBG
Now You See Me 2 (2016) [YTS AG]
The Girl with the Dragon Tattoo (2011)
Kingdom of Heaven (2005) Directors Cut
The Lord of the Rings The Fellowship of the Ring  EXTENDED (2001)
Manchester by the Sea 2016 DVDScr XVID AC3 HQ Hive-CM8
Mongol [2007] 720p BRRip H264 AC3 - CODY
Guardians of the Galaxy (2014) [1080p]
Dunkirk 2017 1080p BluRay H264 AAC-RARBG
Knives Out 2019 DVDScr XVID AC3 HQ Hive-CM8[oscars]
Taxi Driver (1976)
Straight Outta Compton 2015 Theatrical Cut 1080p BluRay x264 DTS-JYK
Three Kings (1999)
The Beat That My Heart Skipped (2005) 720p BRrip Sujaidr (pimprg)
Slow West (2015)
The Equalizer (2014)
The Longest Ride (2015)
Tomorrowland (2015)
Avengers Age of Ultron 2015 HDRip XViD AC3-ETRG
Citizenfour (2014)
Looper (2012)
Run All Night (2015)
Django Unchained (2012) [1080p]
Atomic Blonde (2017) [1080p] [YTS AG]
War For The Planet Of The Apes (2017) [1080p] [YTS AG]
Wind River (2017) [YTS AG]
A Prophet [2009]
